STATION,NAME,DATE,PRCP_in
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-07,0.61
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-11,0.23
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-12,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-13,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-14,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-15,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-16,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-17,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-18,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-19,0.12
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-20,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-21,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-22,0.50
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-23,0.21
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-24,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-25,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-26,0.50
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-27,0.37
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-28,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-29,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-11-30,3.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-01,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-02,0.03
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-03,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-04,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-05,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-06,0.07
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-09,0.16
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-11,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-12,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-13,0.31
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-14,0.19
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-15,0.13
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-16,1.12
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-17,0.03
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-18,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-19,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-20,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-21,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-22,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-23,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-24,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-25,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-26,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-27,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-28,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-29,1.44
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-30,0.13
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2019-12-31,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-01,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-02,0.23
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-03,0.70
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-04,0.06
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-05,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-10,0.72
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-11,1.17
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-12,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-13,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-14,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-15,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-16,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-17,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-18,0.36
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-19,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-20,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-21,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-22,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-23,0.18
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-24,0.45
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-25,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-26,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-27,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-28,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-29,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-30,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-01-31,0.15
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-01,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-02,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-03,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-04,0.36
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-05,0.13
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-07,0.11
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-08,0.02
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-09,0.07
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-10,0.20
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-11,0.23
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-12,1.13
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-13,0.07
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-14,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-15,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-16,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-17,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-18,0.26
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-19,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-20,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-21,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-22,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-23,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-24,0.58
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-25,0.23
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-26,0.06
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-27,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-28,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-02-29,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-01,0.03
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-02,0.49
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-03,0.27
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-04,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-05,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-10,0.32
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-11,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-12,0.99
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-13,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-14,0.58
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-15,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-16,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-17,0.04
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-18,0.64
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-19,0.58
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-20,0.07
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-21,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-22,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-23,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-24,0.40
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-25,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-26,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-27,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-28,0.24
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-29,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-30,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-03-31,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-01,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-02,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-03,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-04,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-05,0.02
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-08,0.36
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-11,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-12,0.70
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-13,1.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-14,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-15,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-16,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-17,0.31
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-18,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-19,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-20,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-21,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-22,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-23,0.88
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-24,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-25,0.27
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-26,0.38
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-27,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-28,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-29,0.13
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-04-30,0.03
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-01,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-02,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-03,0.06
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-04,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-05,0.28
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-08,0.91
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-11,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-12,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-13,0.16
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-14,0.20
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-15,0.62
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-16,1.13
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-17,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-18,0.54
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-19,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-20,0.03
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-21,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-22,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-23,1.60
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-24,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-25,0.21
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-26,0.02
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-27,0.03
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-28,0.05
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-29,0.09
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-30,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-05-31,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-01,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-02,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-03,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-04,2.14
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-05,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-09,0.06
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-11,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-12,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-13,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-14,0.06
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-15,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-16,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-17,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-18,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-19,0.02
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-20,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-21,0.44
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-22,0.98
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-23,0.26
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-24,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-25,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-26,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-27,1.56
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-28,0.02
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-29,0.92
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-06-30,0.06
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-01,0.03
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-02,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-03,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-04,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-05,0.22
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-07,0.09
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-11,0.30
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-12,0.23
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-13,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-14,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-15,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-16,0.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-17,0.20
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-18,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-19,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-20,0.58
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-21,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-22,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-23,0.67
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-24,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-25,0.04
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-26,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-27,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-28,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-29,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-30,2.35
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-07-31,0.31
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-01,0.70
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-02,0.11
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-03,0.02
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-04,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-05,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-11,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-12,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-13,1.41
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-14,1.01
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-15,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-16,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-17,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-18,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-19,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-20,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-21,0.42
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-22,1.28
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-23,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-24,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-25,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-26,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-27,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-28,0.51
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-29,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-30,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-08-31,0.10
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-01,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-02,0.55
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-03,2.32
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-04,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-05,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-06,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-07,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-08,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-09,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-10,0.00
USW00093821,LOUISVILLE INTERNATIONAL AIRPORT, KY US,2020-09-11,0.00
